ID;type;length;Replicate;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18
ncl0830-3UTR(Kopf);feature;194;1;0;0;0;0;0;2.5;6;0;0;0;0;0;0;0;0;0
ncl0840;feature;52;1;0;0;0;0.33;0;0;0;2;1;0;0;0;0;0;0;0
ncl0845;feature;212;1;0;0;6.5;20;112;337.5;899;441;196;139.5;94.5;62;12;10;5;0
ncl0850;feature;85;1;0;0;0;0;0;0;0;3;0;0;0.5;0;0;0;0;0
ncl0850-5UTR(Kopf);feature;705;1;0;0;0;0;2;6;6;1;1;2;0.5;1.5;2;0;1.5;0
ncl0860;feature;105;1;0;0;0;0;3.5;4.5;4.5;5;1.5;0;0;0.5;0.5;0;0;0
ncl0860-5UTR(Kopf);feature;3;1;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0
ncl0870;feature;65;1;0;0;2;2;1.5;2;8;4;2.5;1;0;0;0;0;0;0
ncl0880;feature;106;1;0;0;2;3;73;293;541;258;173;133;79;45;22;9;7;8
ncl0900;feature;137;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
ncl0900-3UTR(Kopf);feature;170;1;0;0;0;0;0;0;0.83;0;0;0.33;1;0;0;0;0;0
ncl0910;feature;43;1;0;0;0;0;0.67;0;2;2.83;2.17;0.83;0.83;3.83;0;0;0.83;0
ncl0910-3UTR(Kopf);feature;45;1;0;0;0;0;2.67;2;7.5;6.33;5.17;2.83;2.33;2.83;0;0;0.83;0
ncl0920;feature;38;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ncl0920-3UTR(Kopf);feature;66;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0
ncl0920-5UTR(Kopf);feature;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncl0930;feature;86;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncl0940;feature;30;1;0;0;0;0;2;2;11;0;9;12;4;1;0;0;0;0
ncl0950;feature;51;1;0;0;0;0;0;0;0;4;3.5;0;0;0;0;0;0;0
ncl0950-3UTR(Kopf);feature;113;1;0;0;0;0;0;0;0;6;1.5;0;0;0;0;0;0;0
ncl0980;feature;205;1;0;0;0;0;1.5;6;15.5;39;26;4;2;0;0;0;0;0
ncl0980-3UTR(Kopf);feature;85;1;0;0;0;0;0.5;0;0.5;0.5;1.5;0;0;0;0.5;0;0;0
ncl0980-5UTR(Kopf);feature;10;1;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
ncl0990;feature;82;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ncl1010;feature;109;1;0;0;0;2.5;12;19.5;29;14;13.5;12;8.5;15;10.5;3;3.5;0
ncl1020;feature;108;1;0;0;0;0;1.33;22.5;40.83;13.5;7;8.67;7.5;11.17;2.67;0.33;1.83;0
ncl1020-3UTR(Kopf);feature;25;1;0;0;0;0;1.33;5.5;15.83;6.5;4;5.67;3.5;2.17;3.17;0.33;0.33;0
ncl1020-5UTR(Kopf);feature;5;1;0;0;0;0;1;5;11.5;3.5;1.5;3.5;3.5;5.5;0;0;1.5;0
ncl1040;feature;73;1;0;0;0;2;3;7;12;0;5;2.5;0;3;3;0;0;0
ncl1045;feature;156;1;0;0;0;0;2;3;13;1;3;2;2;0;0;2;0;0
ncl1050;feature;150;1;0;0;0;0;1;0.5;1.33;0.33;1.83;0;1;0;0;0;0;0
ncl1050-3UTR(Kopf);feature;42;1;0;0;0;0;1;0.5;0;0;2;0;0;0;0;0;0;0
ncl1060;feature;64;1;0;0;0;0;0;0;2;1.5;1;0;0;0;0;0;0;0
ncl1060-3UTR(Kopf);feature;653;1;0;0;0;0;7;10;26;20.5;7;6;3;0;0;3;0;0
ncl1080;feature;73;1;0;0;0;0;0;1;6.5;0.5;1.5;0;0;1;0;0;0;0
ncl1080-3UTR(Kopf);feature;86;1;0;0;0;0;0;0;5.83;1;1;0;0;0;0;0;0;0
ncl1090;feature;42;1;0;0;0;0;0;1.33;2.5;1.67;0.5;2.5;0;0.33;0.33;0;1.33;0
ncl1090-3UTR(Kopf);feature;755;1;0;0;0;0;0;3.33;5;4.17;3.5;3;0;0.83;0.83;0;1.33;0
ncl1100;feature;137;1;0;0;0;0;0;3;2;1;1;0;0;0;0;0;0;2
ncl1100-5UTR(Kopf);feature;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncl1110;feature;50;1;0;0;0;0;2;11.5;65.5;25.5;21.5;5.5;5.5;5.5;1;0;0;1
ncl1120;feature;138;1;0;0;0;2;37;135;184;53;40;14;9;4;0;2;2;1
ncl1130;feature;105;1;0;0;0;0;7;59.5;88.17;19.83;20.33;11.17;13.67;18.33;8.33;4.33;2;1.5
ncl1130-3UTR(Kopf);feature;34;1;0;0;0;0;2;10.5;19.17;9.33;7.33;3.17;5.17;1.33;0.33;0.33;0;0.5
ncl1150;feature;95;1;0;0;0;0;4;5;12;4;5;4.5;0;2;1.5;1;0;0
ncl1160;feature;117;1;0;0;0;0;0;1.5;6;3.5;5;2;2;3.5;0;0.5;0;0
ncl1170;feature;90;1;0;0;0;0;0.25;0;3.83;0.83;0.33;0;0;0;0;0;0;0
ncl1170-3UTR(Kopf);feature;19;1;0;0;0;0;0.58;0.33;3.5;1.17;0;0;0;0;0;0;0;0
ncl1170-5UTR(Kopf);feature;2;1;0;0;0;0;0;0;0.33;0;0.33;0;0;0;0;0;0;0
ncl1180;feature;67;1;0;0;0;0;1;5.5;6;4;1;2;1;7.5;5.5;1.5;1.5;0
ncl1180-5UTR(Kopf);feature;2;1;0;0;0;0;1;0.5;0;1;1;0;1;0.5;0.5;0.5;0.5;0
ncl1190;feature;123;1;0;0;0;7;34.5;35;96;33;8.5;10;8.5;2;1;0;2;1
ncl1200;feature;97;1;0;0;0;0;0;0.33;2.33;0;0;0;0;1;0;0;0;0
ncl1210;feature;148;1;0;0;0;2;0;0;5;2.5;2;2;4;2;0;0;1;0
ncl1220;feature;98;1;0;0;0;0;2.83;0.67;2.83;0.5;0.33;0;0;0;0;0;0;0
ncl1230;feature;233;1;0;0;0;0;0;3;6;5;7;1;2;2;0;0;0;0
ncl1255;feature;200;1;0;0;3;3.5;32;45;87;34.5;14;10;6;8;3;1;0;0
ncl1260;feature;109;1;0;0.5;6.5;6.5;19;34.5;46;35.5;21.5;21;14.5;17.5;18.5;4;6;0
ncl1270;feature;183;1;0;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0
ncl1270-5UTR(Kopf);feature;7;1;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0
ncl1280;feature;79;1;0;0;0;3;27;117;192;58.5;28;24.5;14.5;8.5;4;0.5;6;1
ncl1290;feature;86;1;0;0;0;0;0;0;4;0;0;0;1;2;0;0;0;0
ncl1300;feature;180;1;0;0;0;0;0;2;3;2;2;0;1;0;0;0;2;0
ncl1310;feature;112;1;0;0;1;1.5;4;12.5;13;6.5;6.5;3.5;3;2.5;0.5;0;1.5;0
ncl1320;feature;58;1;0;0;0;0;1;0;0;2;2;2;0;0;0;0;0;0
ncl1330;feature;256;1;0;0;0;1;4;8.5;16.5;4.5;10;2;2;0;1;2;2;0
ncl1330-3UTR(Kopf);feature;764;1;0;0;0;0.33;12;10.5;9.5;6.5;7;7;3;4;3;2;0;0
ncl1340;feature;109;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
ncl1350;feature;233;1;0;0;4.5;6.5;59;379.5;871.5;282;201.5;142.5;89.5;61.5;31;22;33.5;4
ncl1350-3UTR(Kopf);feature;172;1;0;0;4.5;12;51.5;228.33;603.67;235.17;108.17;73.5;38;29.83;6.83;3;13.33;0
ncl1370;feature;59;1;0;0;0;0;0;0.5;0;1;1.5;0.5;0;0;0.5;0;0.5;0
ncl1370-3UTR(Kopf);feature;50;1;0;0;0;0;0;0.5;0.5;1;1.5;0.5;0;0.5;0;0;0.5;0
ncl1380;feature;36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncl1390;feature;45;1;0;0;0;0;0;6;14;4;4;4;0;10;3;2;0;0
ncl1400;feature;57;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ncl1400-3UTR(Kopf);feature;331;1;0;0;0;0;1;2;1;3;0;0;2;2;0;0;0;0
ncl1400-5UTR(Kopf);feature;290;1;0;0;0;0;2;0;1;4;0;2;2;4;4;2;0;2
ncl1410;feature;89;1;0;0;0;2;0;5;17;12;8.5;0;10;11;5;7;2;0
ncl1440;feature;35;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
ncl1450;feature;220;1;0;0;0;0;1;2;6;1;1;0;2;0;2;0;0;0
ncl1450-3UTR(Kopf);feature;248;1;0;0;0;0;0;0;3;2;1;1;0;0;0;0;0;0
ncl1460;feature;179;1;0;0;2;0;6;10;48;15;8;6;2;1;0;1;0;0
ncl1470;feature;58;1;0;1.5;12;7;28.5;52.5;165;79.5;25.5;18;11.5;2;2;3;0;0
ncl1480;feature;44;1;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0
ncl1490;feature;92;1;0;0;0;4;35;146.5;289.5;133.5;67;24.5;30.5;33.5;15.5;3.75;9;0
ncl1500;feature;110;1;0;0;2;1.5;14;46.5;136;53.5;56;64.5;27;25.5;15.5;2.5;8;0
ncl1510;feature;43;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ncl1520;feature;35;1;0;0;0;0;0;0;1;1;0.5;0;0;0;0;0;0;0
ncl1530;feature;120;1;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0
ncl1560;feature;32;1;0;0;0;0;0;0;0.33;0.83;1.5;0.33;0;0;0;0;0;0
ncl1570;feature;88;1;0;13;183;367;2293;5728;6770.5;2308.5;1173;794;883;510.5;229;76;88;14
ncl1580;feature;94;1;0;0;0;0;2;11.5;24.5;7.5;2;8;3;5.5;3;3;0;0
ncl1590;feature;117;1;0;0;0;1.5;2;3.5;5;7.5;3;0.5;0.5;3.5;1;7;0;0
ncl1600;feature;68;1;0;0;0;2;7;21;17;7;2.5;2;6;12;4;0;4;2
ncl1610;feature;60;1;0;0;0;0;0;0;0;1;0;0.5;0;0;0;0;0;0
ncl1610-3UTR(Kopf);feature;67;1;0;0;0;0;0.5;1;0.5;2.5;0.5;1;1;0;0.5;0.5;0;0
ncl1620;feature;37;1;0;0;0;0;0;0;3.5;1;0;6;0;2;0;0;3;0
ncl1630;feature;122;1;0;0;0;1;0;3;2;0;0;1;0;0;1;0;0;0
ncl1640;feature;43;1;0;0;0;0;0;0;1;0.5;0.5;0;0;0;0;0;0;0
ncl1640-3UTR(Kopf);feature;84;1;0;0;0;0;0;0;2.5;0.5;0.5;0.5;0.83;0;0.33;0;0;0
ncl1650;feature;99;1;0;0;0;0;2;2;5;2;2;0.5;2;2.5;0;0.5;1;0
ncl1680;feature;405;1;140.5;180;885.5;2658;19194;114078;486798.75;504287;1381643;1308745;525925.5;125984.5;46832;9903;19011;2969
ncl1680-3UTR(Kopf);feature;84;1;17.5;9;15.5;7;156;2403;18919.25;25481;64209;89856;37210.5;10517.5;3871;729;1296;307
ncl1690;feature;69;1;0;0;0;0;0;1;6;0;0;0;0;2;0;2;0;0
ncl1700;feature;51;1;0;0;0;0;4.5;6;3.5;1;0.5;0;1;5.5;2;5.5;1;6
ncl1710;feature;52;1;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0
ncl1720;feature;71;1;0;0;0;0;1;0;4.5;1.83;2.17;0;0.5;1;0;1.33;0;0
ncl1720-3UTR(Kopf);feature;49;1;0;0;0;0;1;1;7.5;3.33;2.67;0.5;1.5;1;0;1.83;0;0
ncl1720-5UTR(Kopf);feature;660;1;0;0;0.5;0.5;4.5;9;24.33;4.33;4.67;3;2.5;3.83;0;1;2;1
ncl1725;feature;91;1;5;2;4;110;2462;12721;13071.5;1266;478;465;639;360;99;104;98;78
ncl1730;feature;56;1;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0
ncl1740;feature;69;1;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0
ncl1750;feature;22;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0
ncl1780;feature;98;1;0;1;2;2;11.11;16;11;12;0;3;1;1;2;0;0;0
ncl1790;feature;123;1;0;0.5;10.5;4;8.5;9;23;5;1.5;3.5;3;1;1;0;0.5;0
ncl1790-3UTR(Kopf);feature;256;1;0;0.5;10.5;4;8.5;9;23.5;5;1.5;4.5;3;2;1;0;0.5;0
ncl1800;feature;121;1;0;0;0;0;0;0;0.5;0;0;1;0;1;0;0;0;0
ncr0020;feature;110;1;0;0;4;23;93;137.5;294.5;85;36;34;14;31.5;9;5;3;0
ncr0030;feature;53;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr0040;feature;64;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
ncr0050;feature;61;1;0;0;0;0;0;3;2;0;0;1;2;4;3;0;0;0
ncr0060;feature;84;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0
ncr0070;feature;79;1;0;0;2;0;1;5;9;7;0;2.5;0;3;0;0;0;0
ncr0080;feature;283;1;0;0;0;0;0;7;26.5;17;10;8.5;1.5;1.5;0;1;2;2
ncr0090;feature;128;1;0;0;0;0;0;0;2;0.5;0;0;0;0;0;0;0;0
ncr0100;feature;94;1;0;0;0;0;2;4;4.5;0;0.5;2;0;1;0;0;0;0
ncr0100-3UTR(Kopf);feature;387;1;0;0;0;0;5;17;24.5;16;7.5;6;4;5;2;2;0;0
ncr0130;feature;63;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ncr0140;feature;22;1;0;0;0;0;0;0.5;4.5;0;0;0;0;0;0;0;0;0
ncr0140-3UTR(Kopf);feature;178;1;0;0;0;0;0.33;0.5;3.83;0;0.67;0.67;0;0;0;0;0;0
ncr0150;feature;104;1;0;0;0;0;0;2;6.5;4;1.5;1;2;0;0;0;0;0
ncr0150-5UTR(Kopf);feature;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ncr0170;feature;62;1;0;0;0;0;0;5;2.5;0;2;0;0.5;0;0;0;0;0
ncr0180;feature;38;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr0190;feature;49;1;0;0;0;0;2;8;13;3;0;0;2;0;0;0;0;0
ncr0200;feature;271;1;0;0;0;2;4.5;8;28.5;17;12;10.5;7.5;3;7.5;2;4;0
ncr0200-5UTR(Kopf);feature;107;1;0;0;1;2;2;2;5;2.5;2;1;2.5;3;2.5;0;0;0
ncr0210;feature;300;1;0;0;0;0;2;8;22;7;7;7;4;8;0;0;0;0
ncr0220;feature;65;1;0;0;0;0;0;0;2;0;0;0;0;0;1.5;0;0;0
ncr0220-5UTR(Kopf);feature;192;1;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0
ncr0240;feature;55;1;0;0;1;2;3;24;27;23;1;0;6;0;3;0;0;0
ncr0250;feature;105;1;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
ncr0250-3UTR(Kopf);feature;147;1;0;0;0;0;0.11;0;3.5;1;0;0;2;0;0;0;0;0
ncr0270;feature;86;1;0;2;7;5;15;70;145;52;63;31;13;16;12;2;4;0
ncr0280;feature;210;1;0;0;0;0;3;16;11;4;2;1;0;0;0;0;2;0
ncr0290;feature;129;1;0;0;0;0;2;2;3;1;0;0;2;0;0;0;0;0
ncr0300;feature;270;1;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0
ncr0310;feature;79;1;0;0;0;1;7.5;8.17;8.83;3;3.5;0.5;1;0.33;0;0;0;0
ncr0310-3UTR(Kopf);feature;186;1;0;0;0;0;2.33;2;6;3;2.5;3;1;0;4;0;0;0
ncr0310-5UTR(Kopf);feature;16;1;0;0;0;1;5.5;6.17;6.83;2.5;1;0.5;0;0.33;0;0;0;0
ncr0320;feature;59;1;0;0;8;7;2;9.5;9;6;7;1;5;2.5;1;0.5;2;0
ncr0330;feature;43;1;0;0;0;0;0.83;0;0.83;1;0;0;0;0;0;0;0;0
ncr0330-3UTR(Kopf);feature;124;1;0;0;0;0;0.83;0;0.83;1;0;0;0;2;0;0;0;0
ncr0330-5UTR(Kopf);feature;208;1;0;0;0;0;0.33;2;0.33;0;0;0;0;0;0;0;0;0
ncr0340;feature;20;1;0;0;0;0;3;2;3;7;0;2;2;0;0;0;0;0
ncr0350;feature;58;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ncr0360;feature;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr0370;feature;51;1;0;0;0;0;0.5;1.5;5.5;4;0;2;0.5;1;0.5;0;0;0
ncr0380;feature;84;1;0;208;2235;1575;2210;2109;3993;1632;602;297;246;114;33;21;29;4
ncr0390;feature;103;1;0;0;0;0;2;0;0;0;0.5;0;0;0;0;0;0;0
ncr0390-3UTR(Kopf);feature;148;1;0;0;0;0;2;0;2;0;1.5;0;0;0;0;0;0;0
ncr0400;feature;167;1;0;0;3;0;2;0;2;2;0;0;0;0;0;0;0;0
ncr0410;feature;64;1;1;0;0;0;1.5;3.5;8;16;3.5;3.5;4.5;8;3;1;1.5;0
ncr0420;feature;35;1;0;0;0;0;0;0.5;7;5;1;2;1.5;0;0.5;0;0;0
ncr0420-5UTR(Kopf);feature;25;1;0;0;0;0;0;0.5;2;2;1;1;1.5;0;0.5;0;0;0
ncr0430;feature;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ncr0440;feature;71;1;0;0;0;0;0;1;11;13;4;2;0;6;2;0;0;0
ncr0450;feature;115;1;0;0;0;0;2;7.5;12;4;7;0;3.5;0.5;3;2;1;0
ncr0460;feature;109;1;0.5;0;0;0;1;3.5;8;2.5;0;0;0;1;0;0;0;0
ncr0470;feature;39;1;0;0;0;0;0;1;5;2;4;0;0;2;4;0;0;0
ncr0480;feature;102;1;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
ncr0490;feature;111;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr0500;feature;34;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
ncr0510;feature;147;1;0;0;0;0;2.5;13;15;7;5.5;6.5;6;1.5;3.5;2;1;0
ncr0520;feature;72;1;0;0;1;10;29;75;76;26;16.5;10.5;10.5;10;4;0;2;0
ncr0530;feature;60;1;0;0;2;11;8.5;13;28.5;7;2.5;6.5;3;4.5;0;0;0;0.5
ncr0540;feature;92;1;0;0;1;0;0;2;5.5;0;0;1;0;1;0;0;0;0
ncr0540-5UTR(Kopf);feature;2;1;0;0;0;0;0;0;0.5;0;0;1;0;0;0;0;0;0
ncr0550;feature;71;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
ncr0560;feature;40;1;0;0;0;3;4;45;197;552;535;178;87;28;16;1;8;0
ncr0570;feature;34;1;0;0;14.33;13.17;21.83;35.17;81;28.33;21.67;14.17;11.83;10.33;5.83;4.67;5.33;0
ncr0570-3UTR(Kopf);feature;45;1;0;0;14.33;15;29.83;74.17;172.16;67.33;48.83;32.17;22.33;27;12;9;17;0
ncr0570-5UTR(Kopf);feature;2;1;0;0;10;6.33;9;11;25;5;4.33;3.67;2.33;3;1.67;2;1.67;0
ncr0575;feature;78;1;0;0;0;4;5.5;14.5;42.5;11.5;7;11.5;2.5;8.5;5;2;2.5;0
ncr0580;feature;144;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ncr0580-3UTR(Kopf);feature;635;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
ncr0590;feature;92;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr0590-3UTR(Kopf);feature;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr0590-5UTR(Kopf);feature;67;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ncr0610;feature;106;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr0620;feature;70;1;0;0;0;0;0;2;0.5;2;0;1;0;0;0;0;0;0
ncr0620-3UTR(Kopf);feature;50;1;0;0;0;0;0;1;0.5;0;0;1;0;0;0;0;0;0
ncr0630;feature;66;1;0;0;0;1;1.5;11;10.5;4.5;5;3;0;2;1.5;0;1;0
ncr0640;feature;90;1;0;0;0;0;0;4;8;4;1;0;0;0;0;0;0;0
ncr0650;feature;26;1;0;0.5;21.5;25;38.5;24;23;4;1;1.5;3;1;0.5;1;0;0.5
ncr0670;feature;83;1;0;2;2;3;20;60;96.5;31.5;31;26.5;20.5;28;8.5;0;6;2
ncr0670-3UTR(Kopf);feature;57;1;0;0;0;1;2;8;14;8.5;3.5;3.5;0.5;4;0.5;0;2;0
ncr0680;feature;76;1;0;0;0;0;1;1;6.5;1;0;1.5;0;0;0;0;0;0
ncr0690;feature;131;1;0;0;6;21;80;145;460;303;197;106;94;85;40;21;16;3
ncr0700;feature;251;1;7;81;863;942;8237;44142;80562;40280;31206;18953;9554;3245;1294;1066;1212;199
ncr0710;feature;74;1;0;0;0;4;5;11;43;12;9;12;9;5;0;0;0;0
ncr0720;feature;189;1;0;0;0;0;4;2;8;0;2;2;0;0.58;0;0;0;0
ncr0720-3UTR(Kopf);feature;13;1;0;0;0;0;0;0;0;0;0;0;0;0.58;0;0;0;0
ncr0730;feature;194;1;0;0;0;0;17;8;33;18;2;2;0;2;0;0;0;0
ncr0730-5UTR(Kopf);feature;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr0740;feature;42;1;0;0;0;0;0;1;1.83;1.83;0;0.5;1.83;0;0;1;1.83;0
ncr0740-3UTR(Kopf);feature;108;1;0;0;0;0;0;3;4.83;0.33;2;0;1.33;0;0;1;1.33;2
ncr0760;feature;78;1;0;2;0;0;6;4;18;6.5;4;10.5;3;4;0.5;0;0;0
ncr0770;feature;33;1;0;0;0;0;0;0;3;3;2;1;0;0;0;0;0;0
ncr0780;feature;98;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
ncr0790;feature;77;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
ncr0800;feature;64;1;0;0;0;0;1;16;48;17.5;13.5;3;4;1;0;0;0.5;0
ncr0810;feature;97;1;138.5;8039.5;62710;118634.5;405509.5;235037;195848.5;88299.5;23962;15675;16996;9770.5;5187.5;4491;3588;4049.5
ncr0820;feature;68;1;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
ncr0830;feature;76;1;0;0;0;0;0;6.5;9.5;8.5;3.5;3;1.5;1;5;2;0;0
ncr0840;feature;76;1;0;0;1;2;3.5;10.75;32.5;5;7.5;4.5;4.5;4;5;0;0;0
ncr0840-5UTR(Kopf);feature;4;1;0;0;0;0;0.5;3.5;5.5;1;1.5;1;0.5;0;1;0;0;0
ncr0850;feature;108;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ncr0860;feature;43;1;0;0;0;0;1;1;6;0;2;2;2;0;0;0;0;0
ncr0870;feature;189;1;23;33.5;287.5;409;2248.5;17609.5;57305;35737.5;88949;120486;53418.5;15327.5;5962.5;971;2515.5;242
ncr0870-3UTR(Kopf);feature;244;1;1;0.5;6.5;32;89.5;869.5;2813;1356.5;3411;5444;2556.5;875.5;382.5;50;154.5;10
ncr0880;feature;33;1;0;0;0;0;0;0;0;0.5;0.5;1;0;0;0;0;0;0
ncr0880-3UTR(Kopf);feature;26;1;0;0;0;0;0;0;0;1.5;1.5;2;0;0;0;0;0;0
ncr0890;feature;93;1;0;0;0;0;0;4;12;4;1;3;1.5;4;1;0;0;0
ncr0900;feature;68;1;0;0;0;0;0;0;1;3;0;2;2;2;0;2;0;0
ncr0910;feature;86;1;0;0;0;0;0;1.5;4.5;0;5.5;1;0;3;0;1;0;0
ncr0910-3UTR(Kopf);feature;468;1;0;0;0;1;4;3;12;10;0;0;2;4;0;1;0;0
ncr0920;feature;105;1;0;0;3;7;42;108.5;112;33;47;82;31;36;5;4;6;0
ncr0930;feature;38;1;0;0;2;1;1;0;2;2;0;2;0;0;0;0;0;0
ncr0940;feature;76;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
ncr0940-3UTR(Kopf);feature;75;1;0;0;0;0;0;0;1;1.5;0;0;1;0;0;0;0;0
ncr0950;feature;77;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
ncr0960;feature;106;1;0;0;1;0;1.5;8.5;22.5;12;15.5;22;19.5;6;9.5;7;9;1
ncr0970;feature;77;1;0;0;0;0;0;4;15.5;2;5;3;1;0;2.5;0;0;2
ncr0980;feature;87;1;0;0;0;0;0;2;5;2;0;3.5;0;2.5;1;0;0;1
ncr1010;feature;111;1;0;0;0;0;0;1.33;14.67;12.67;11.67;9;2;4.5;0.33;0;0;0
ncr1010-5UTR(Kopf);feature;3;1;0;0;0;0;0;0.33;1.67;0.67;0.67;1;0;0.5;0.33;0;0;0
ncr1020;feature;69;1;0;0;0;0;0;2;9;4;4;9;0;3;2;0;2;0
ncr1030;feature;30;1;0;0;0;0;0;0;0;3;0;0.5;0.5;0;0;0;0;0
ncr1030-5UTR(Kopf);feature;709;1;0;0;0;1;0;1;0;7;0;0.5;3.5;0;0;0;0;0
ncr1050;feature;56;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ncr1050-3UTR(Kopf);feature;47;1;0;0;0;0;0;0;0;0.5;1;0;0;0;0;0;0;0
ncr1060;feature;93;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr1060-3UTR(Kopf);feature;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr1071;feature;1048;1;0;0;1;2;21;152;298;125.5;88.5;98;48.5;53.5;18;8.5;10;2
ncr1071-3UTR(Kopf);feature;38;1;0;0;0;0;0;0;0;0;1;2.5;1;0;0;0;0;0
ncr1071-5UTR(Kopf);feature;2;1;0;0;0;0;0;2.5;3;1;1.5;0.5;1.5;1.5;0;0.5;0;0
ncr1080;feature;139;1;0;1;6;2;25;93;250.5;102.5;28;45.5;26;60.5;31;34;33.5;4
ncr1090;feature;80;1;0;0;0;0;0;1;0;0.67;0.33;0;0.67;0.67;0;0;0;0
ncr1090-3UTR(Kopf);feature;82;1;0;0;0;0;0;0.67;1;1;0.83;0;0.33;0;0;0;0.5;0
ncr1090-5UTR(Kopf);feature;23;1;0;0;0;0;0;0.33;0;0.67;0;0;0.33;0.67;0;0;0;0
ncr1100;feature;20;1;0;0;0;0;0;0;1;0;0.5;0;0;0;0;0;0;0
ncr1100-3UTR(Kopf);feature;95;1;0;0;0;0;1;5;9;2;1.5;0;1;2;2;0;0;0
ncr1100-5UTR(Kopf);feature;152;1;0;0;0;0;0;1;0.5;1.5;1;1;0;0;0;0;0;0
ncr1120;feature;41;1;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0
ncr1130;feature;101;1;0;0;0;0;1;3;1;1.5;1.5;2;0;1;0;0;0;0
ncr1140;feature;31;1;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0
ncr1150;feature;33;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ncr1160;feature;72;1;0;0.83;0.5;1;13.33;199.67;916.83;694.66;268.83;83.67;42.17;12.83;1;0.83;6;0
ncr1160-3UTR(Kopf);feature;15;1;0;0.33;0;0.5;3.83;85.17;433.83;292.16;121.33;39.67;19.17;6.83;1;0.33;2.5;0
ncr1160-5UTR(Kopf);feature;89;1;0;0.83;0.5;0.5;7.83;131.5;648.83;606.66;224.17;65.33;35.33;9.33;0;0.83;4.5;0
